key	len	boards	present	found	foundByOpp	cellmateMissedPts	missedPts	completion
AIMS	4	412	1128	147	112	72800	392400	0.1303
DEGINR	6	87	216	46	52	72800	238000	0.213
ENRS	4	596	1192	264	184	72800	371200	0.2215
EORSSU	6	61	146	39	32	72800	149800	0.2671
ABELT	5	92	262	111	80	72800	120800	0.4237
EEMNS	5	125	338	95	71	72800	194400	0.2811
NSTU	4	267	689	207	158	72400	192800	0.3004
DELS	4	557	1413	155	119	72400	503200	0.1097
AIS	3	1183	2366	837	594	72100	152900	0.3538
AINTT	5	150	345	60	52	72000	228000	0.1739
EEMT	4	244	704	275	223	72000	171600	0.3906
DEENRS	6	97	229	116	99	71400	158200	0.5066
AEINRT	6	186	404	126	139	71400	389200	0.3119
AMS	3	825	2122	878	695	71400	124400	0.4138
ADEI	4	317	634	178	122	71200	182400	0.2808
EFST	4	219	609	182	125	71200	170800	0.2989
AEFRS	5	116	269	123	117	71200	116800	0.4572
ELOPS	5	90	250	102	92	71200	118400	0.408
DOR	3	844	2199	1068	688	71000	113100	0.4857
EIMNS	5	116	274	71	102	70400	162400	0.2591
OORT	4	268	595	247	216	70000	139200	0.4151
AINSST	6	80	175	77	76	70000	137200	0.44
ENOORS	6	74	177	46	40	70000	183400	0.2599
ADEORT	6	104	243	57	54	70000	260400	0.2346
EIR	3	1756	3512	960	502	70000	255200	0.2733
EPR	3	961	2447	808	730	69700	163900	0.3302
IPST	4	227	587	231	156	69600	142400	0.3935
EILSV	5	68	211	70	45	69600	112800	0.3318
AHOST	5	118	297	58	41	69600	191200	0.1953
EIPR	4	222	571	164	158	69600	162800	0.2872
AMR	3	863	2164	1117	900	69200	104700	0.5162
AMRS	4	268	644	228	181	69200	166400	0.354
HOPS	4	166	536	128	105	69200	163200	0.2388
AGINR	5	137	301	70	54	68800	184800	0.2326
AEMR	4	389	778	452	357	68800	130400	0.581
EINSST	6	113	249	40	31	68600	292600	0.1606
EHNORS	6	78	170	58	56	68600	156800	0.3412
AEIRRS	6	94	216	34	48	68600	254800	0.1574
ADEILS	6	85	190	37	44	68600	214200	0.1947
ADEGINR	7	39	102	30	24	68400	129600	0.2941
ENR	3	1358	2716	1245	680	68300	147100	0.4584
ANRT	4	304	608	252	229	68000	142400	0.4145
AELPR	5	151	353	127	102	67200	180800	0.3598
AHRS	4	300	600	190	120	67200	164000	0.3167
AARST	5	313	784	57	51	67200	581600	0.0727
AEMSS	5	128	325	163	132	67200	129600	0.5015
OSTT	4	331	847	133	202	66800	285600	0.157
ADRS	4	350	849	159	93	66800	276000	0.1873
ESTY	4	274	751	134	85	66800	246800	0.1784
EORSSTU	7	57	143	49	39	66600	169200	0.3427
CENOS	5	130	301	129	101	66400	137600	0.4286
ENOSS	5	225	509	251	160	66400	206400	0.4931
AERSY	5	145	356	60	50	66400	236800	0.1685
ACHR	4	234	546	305	227	66000	96400	0.5586
CDEI	4	158	513	167	137	66000	138400	0.3255
AEEMRT	6	66	149	54	59	65800	133000	0.3624
AEGLRS	6	65	151	48	41	65800	144200	0.3179
DEORTU	6	57	144	45	45	65800	138600	0.3125
AORTT	5	227	558	67	79	65600	392800	0.1201
AMNO	4	179	555	153	133	65200	160800	0.2757
AHNT	4	255	584	175	134	65200	163600	0.2997
EORW	4	172	485	167	87	65200	127200	0.3443
AEGLNR	6	56	131	41	38	64400	126000	0.313
AEFRST	6	55	135	45	38	64400	126000	0.3333
AEIMNS	6	131	326	48	51	64400	389200	0.1472
EERRST	6	85	170	46	49	64400	173600	0.2706
AORSTT	6	112	277	31	42	64400	344400	0.1119
ACET	4	295	590	297	278	64400	117200	0.5034
ADHS	4	212	632	200	167	64000	172800	0.3165
AEEGR	5	130	318	95	66	64000	178400	0.2987
ORSTW	5	92	277	92	79	64000	148000	0.3321
DEIRR	5	121	276	72	79	64000	163200	0.2609
AHNST	5	159	378	63	48	64000	252000	0.1667
ADILR	5	167	431	44	29	64000	309600	0.1021
EIRSW	5	122	320	94	75	64000	180800	0.2938
AGINRT	6	78	177	78	74	63000	138600	0.4407
EHORST	6	91	202	39	43	63000	228200	0.1931
EIORSST	7	76	183	31	26	63000	273600	0.1694
ADEENR	6	94	205	51	52	63000	215600	0.2488
CDEO	4	167	460	107	82	62800	141200	0.2326
ABDR	4	237	574	173	130	62800	160400	0.3014
CDEIR	5	115	294	95	97	62400	159200	0.3231
DEOST	5	115	256	60	68	62400	156800	0.2344
EOPT	4	217	536	280	232	62000	102400	0.5224
OSTU	4	236	587	313	273	61600	109600	0.5332
MOST	4	226	551	225	202	61600	130400	0.4083
EORSU	5	94	209	67	61	61600	113600	0.3206
AIRSTT	6	154	411	27	72	61600	537600	0.06569
DENRS	5	130	281	96	77	61600	148000	0.3416
MSTU	4	147	490	135	100	61200	142000	0.2755
EINP	4	225	555	172	148	61200	153200	0.3099
AEKRS	5	71	217	98	68	60800	95200	0.4516
DEEST	5	276	665	56	197	60800	487200	0.08421
EILRV	5	57	165	51	35	60800	91200	0.3091
ESSTT	5	123	277	92	74	60800	148000	0.3321
AMN	3	709	1793	843	597	60600	95000	0.4702
DERU	4	193	537	135	116	60400	160800	0.2514
AELRSV	6	45	118	52	38	60200	92400	0.4407
ADELNR	6	77	172	55	37	60200	163800	0.3198
AERSTW	6	52	117	53	63	60200	89600	0.453
AEELR	5	136	314	163	62	60000	120800	0.5191
AILPS	5	101	295	37	59	60000	206400	0.1254
ENOP	4	158	480	179	133	60000	120400	0.3729
ORTU	4	214	501	241	203	59600	104000	0.481
DEEN	4	371	917	325	231	59600	236800	0.3544
IMS	3	724	1885	623	511	59500	126200	0.3305
AEHLT	5	125	287	54	50	59200	186400	0.1882
ADEM	4	201	530	229	189	59200	120400	0.4321
DORT	4	388	776	266	202	59200	204000	0.3428
ADS	3	1026	2618	510	518	59200	210800	0.1948
BEIRS	5	140	377	52	61	59200	260000	0.1379
DEILT	5	162	365	119	146	59200	196800	0.326
APT	3	693	1775	954	729	58900	82100	0.5375
ADEIMN	6	79	195	29	34	58800	232400	0.1487
AGINST	6	85	186	65	50	58800	169400	0.3495
DEORSS	6	64	151	49	52	58800	142800	0.3245
AMRT	4	397	794	233	272	58800	224400	0.2935
AEEHRT	6	80	187	36	43	58800	211400	0.1925
CEHORS	6	45	121	35	31	58800	120400	0.2893
ADOT	4	197	490	110	91	58400	152000	0.2245
ACRST	5	142	318	142	116	58400	140800	0.4465
INOPT	5	79	225	40	34	58400	148000	0.1778
DINS	4	317	726	179	173	58000	218800	0.2466
AERW	4	186	453	151	147	58000	120800	0.3333
DEL	3	1052	2665	560	517	57700	210500	0.2101
EORRSST	7	42	100	38	33	57600	111600	0.38
EPSST	5	142	356	50	50	57600	244800	0.1404
EHLOS	5	92	215	55	57	57600	128000	0.2558
CDEOR	5	98	235	77	74	57600	126400	0.3277
BORS	4	212	608	104	108	57600	201600	0.1711
EEIRST	6	93	186	43	51	57400	200200	0.2312
DEEIRT	6	86	191	32	35	57400	222600	0.1675
EILV	4	93	301	124	83	57200	70800	0.412
EPRSU	5	86	241	67	54	56800	139200	0.278
EHOST	5	140	322	47	45	56800	220000	0.146
AEMNT	5	153	390	65	70	56800	260000	0.1667
ACEHT	5	90	234	90	64	56800	115200	0.3846
EFINS	5	73	188	38	36	56800	120000	0.2021
DNOS	4	325	785	134	124	56400	260400	0.1707
EELPS	5	80	253	104	88	56000	119200	0.4111
EHR	3	1332	2664	632	469	56000	203200	0.2372
CERTU	5	92	239	61	43	56000	142400	0.2552
EIPRSST	7	36	97	18	16	55800	142200	0.1856
ACENRST	7	52	121	53	52	55800	122400	0.438
AEHS	4	216	432	153	106	55600	111600	0.3542
ACLO	4	213	656	97	113	55600	223600	0.1479
BOR	3	469	1354	530	391	55600	82400	0.3914
ACDEN	5	107	266	54	58	55200	169600	0.203
ENOT	4	494	988	702	585	55200	114400	0.7105
AERR	4	346	692	324	281	55200	147200	0.4682
EIRSV	5	82	216	67	68	55200	119200	0.3102
EESTT	5	133	266	105	83	55200	128800	0.3947
AEPSS	5	100	260	79	71	55200	144800	0.3038
AEGINRST	8	38	90	18	12	55000	158400	0.2
AESV	4	138	392	121	89	54800	108400	0.3087
ABES	4	198	497	153	133	54800	137600	0.3078
AOT	3	1371	2742	597	450	54700	214500	0.2177
AEHRST	6	72	149	69	75	54600	112000	0.4631
AINSTT	6	89	193	32	28	54600	225400	0.1658
ELOORT	6	63	155	89	75	54600	92400	0.5742
EENNST	6	78	156	39	46	54600	163800	0.25
DEINRS	6	65	142	74	54	54600	95200	0.5211
AELNR	5	243	535	44	56	54400	392800	0.08224
EEHST	5	175	400	88	75	54400	249600	0.22
CERSU	5	103	266	99	80	54400	133600	0.3722
AHPS	4	145	421	135	85	54400	114400	0.3207
IRS	3	1159	2318	603	428	54300	171500	0.2601
AEIMRST	7	65	149	24	16	54000	225000	0.1611
EILRSTT	7	44	111	65	57	54000	82800	0.5856
DLOS	4	203	524	160	102	53600	145600	0.3053
CORS	4	186	465	98	97	53600	146800	0.2108
EILOR	5	112	236	78	65	53600	126400	0.3305
EIORST	6	173	415	31	41	53200	537600	0.0747
DEEORS	6	52	116	35	16	53200	113400	0.3017
ESST	4	464	928	159	109	53200	307600	0.1713
AEIRST	6	471	1112	23	70	53200	1524600	0.02068
AEELSS	6	57	139	39	20	53200	140000	0.2806
ABDERS	6	46	113	29	23	53200	117600	0.2566
DENT	4	276	552	301	269	53200	100400	0.5453
OPS	3	523	1363	509	393	52900	85400	0.3734
AEINRRST	8	37	93	33	24	52800	132000	0.3548
ABENS	5	86	214	53	69	52800	128800	0.2477
AERTW	5	76	165	57	60	52800	86400	0.3455
AALST	5	175	466	39	39	52800	341600	0.08369
CINO	4	231	650	80	93	52000	228000	0.1231
ALMS	4	280	735	134	154	52000	240400	0.1823
CEOS	4	189	503	75	78	52000	171200	0.1491
AEEMN	5	90	219	41	31	52000	142400	0.1872
EOST	4	491	982	244	256	52000	295200	0.2485
EGIST	5	159	404	70	37	52000	267200	0.1733
ADIRS	5	91	208	50	44	52000	126400	0.2404
ACEHST	6	51	122	53	44	51800	96600	0.4344
AEIMNR	6	70	159	60	51	51800	138600	0.3774
ADESST	6	73	157	32	56	51800	175000	0.2038
EIMS	4	210	420	141	106	51600	111600	0.3357
NOT	3	1355	2710	1663	1304	51500	104700	0.6137
AORSS	5	253	571	53	56	51200	414400	0.09282
EINSW	5	78	199	83	74	51200	92800	0.4171
AENW	4	169	489	73	65	51200	166400	0.1493
ALPST	5	102	262	86	87	51200	140800	0.3282
ELOT	4	351	702	379	337	50800	129200	0.5399
DEOT	4	182	364	151	127	50800	85200	0.4148
HOOST	5	74	191	107	82	50400	67200	0.5602
APRSST	6	70	156	60	55	50400	134400	0.3846
ABOST	5	67	189	54	61	50400	108000	0.2857
DERSU	5	97	235	78	71	50400	125600	0.3319
ADEHRS	6	76	177	80	91	50400	135800	0.452
ADEHR	5	107	247	46	52	50400	160800	0.1862
ADEGNR	6	40	97	45	30	50400	72800	0.4639
GNOS	4	210	577	161	116	50000	166400	0.279
DOST	4	272	652	134	167	50000	207200	0.2055
DEES	4	488	976	213	252	50000	305200	0.2182
EGIT	4	196	500	164	95	50000	134400	0.328
LOOS	4	195	487	203	184	50000	113600	0.4168
EEHT	4	233	528	152	81	50000	150400	0.2879
BEORS	5	80	206	96	87	49600	88000	0.466
ERSST	5	94	188	66	60	49600	97600	0.3511
AIMRS	5	225	541	34	57	49600	405600	0.06285
AETW	4	136	305	101	89	49200	81600	0.3311
EOPSST	6	46	110	26	21	49000	117600	0.2364
EHORSS	6	71	168	99	73	49000	96600	0.5893
DEIPRS	6	62	157	40	27	49000	163800	0.2548
AMRST	5	150	381	106	120	48800	220000	0.2782
AEILR	5	91	182	65	57	48800	93600	0.3571
EMRSU	5	73	205	47	47	48800	126400	0.2293
AEGLN	5	91	210	71	57	48800	111200	0.3381
EORTU	5	115	285	169	148	48800	92800	0.593
EHOORST	7	31	79	40	34	48600	70200	0.5063
EEL	3	676	1352	526	338	48600	82600	0.3891
EEN	3	917	2199	373	269	48400	182600	0.1696
AEFR	4	174	396	187	152	48400	83600	0.4722
ENSY	4	174	530	77	38	48400	181200	0.1453
CEOR	4	174	348	122	116	48000	90400	0.3506
AELRY	5	84	203	38	56	48000	132000	0.1872
ANSW	4	159	452	112	92	48000	136000	0.2478
ILNOS	5	128	330	89	60	48000	192800	0.2697
ALORS	5	145	347	54	43	48000	234400	0.1556
AEINS	5	120	240	62	56	48000	142400	0.2583
MOS	3	561	1462	516	438	47700	94600	0.3529
EENR	4	230	460	211	73	47600	99600	0.4587
AEERRS	6	71	156	39	42	47600	163800	0.25
AMNS	4	228	504	140	118	47600	145600	0.2778
DEEINR	6	115	274	27	42	47600	345800	0.09854
EFRT	4	358	897	80	55	47600	326800	0.08919
AEMNRS	6	57	132	28	37	47600	145600	0.2121
AEGRRS	6	44	93	34	35	47600	82600	0.3656
ABELRS	6	42	111	49	29	47600	86800	0.4414
ACERRS	6	61	143	59	58	47600	117600	0.4126
AFST	4	161	398	170	151	47600	91200	0.4271
DELSU	5	80	213	50	41	47200	130400	0.2347
DEMOS	5	82	201	99	79	47200	81600	0.4925
AKNRS	5	58	172	32	28	47200	112000	0.186
EORSS	5	169	338	171	159	47200	133600	0.5059
ERSTY	5	115	322	62	25	47200	208000	0.1925
CIST	4	320	752	159	182	47200	237200	0.2114
ADEMR	5	122	275	52	40	47200	178400	0.1891
AEGL	4	195	492	116	96	47200	150400	0.2358
ACEPS	5	85	224	134	132	47200	72000	0.5982
ILT	3	1163	2326	1475	1102	46900	85100	0.6341
EINRSST	7	46	104	24	18	46800	144000	0.2308
NOSW	4	140	416	152	113	46800	105600	0.3654
AELRSTT	7	47	105	42	40	46800	113400	0.4
AHN	3	770	1540	511	403	46700	102900	0.3318
EOPRR	5	74	184	44	48	46400	112000	0.2391
ACDR	4	245	490	122	104	46400	147200	0.249
AGS	3	584	1490	539	385	46400	95100	0.3617
DHOS	4	182	540	102	87	46400	175200	0.1889
AKST	4	86	285	107	56	46400	71200	0.3754
AEERSS	6	60	127	54	29	46200	102200	0.4252
ACDERT	6	57	131	46	66	46200	119000	0.3511
EEIRSS	6	113	265	19	11	46200	344400	0.0717
CEOSST	6	55	130	25	27	46200	147000	0.1923
EEPRST	6	61	138	33	49	46200	147000	0.2391
AEHSST	6	61	144	72	49	46200	100800	0.5
DEGINS	6	72	173	54	52	46200	166600	0.3121
EINOSS	6	106	254	19	36	46200	329000	0.0748
EHISST	6	51	112	36	37	46200	106400	0.3214
ALP	3	506	1302	571	455	46100	73100	0.4386
NOOT	4	127	352	64	54	45600	115200	0.1818
EMSU	4	103	328	45	47	45600	113200	0.1372
EENRSST	7	38	91	19	14	45000	129600	0.2088
AEGILNR	7	37	87	16	17	45000	127800	0.1839
ADERRST	7	39	90	27	35	45000	113400	0.3
ADIST	5	206	517	31	24	44800	388800	0.05996
EIMSS	5	90	199	48	45	44800	120800	0.2412
IORSST	6	61	138	39	30	44800	138600	0.2826
EGLO	4	148	397	110	67	44800	114800	0.2771
AEENRT	6	118	248	27	47	44800	309400	0.1089
AHOR	4	288	692	84	97	44800	243200	0.1214
AELPSS	6	37	93	31	19	44800	86800	0.3333
AEPSST	6	45	107	47	52	44800	84000	0.4393
EILRSV	6	33	84	38	23	44800	64400	0.4524
ELS	3	1170	2340	490	279	44800	185000	0.2094
DEHIS	5	130	301	38	54	44800	210400	0.1262
ADEIRR	6	68	139	31	26	44800	151200	0.223
EHNOR	5	96	207	83	67	44800	99200	0.401
INOPST	6	60	155	21	16	44800	187600	0.1355
DEHI	4	170	424	94	95	44800	132000	0.2217
ALT	3	858	1716	823	672	44500	89300	0.4796
NOOS	4	187	458	90	77	44400	147200	0.1965
EEFR	4	125	383	191	117	44400	76800	0.4987
ACEHR	5	102	234	139	111	44000	76000	0.594
AEKS	4	109	301	80	57	44000	88400	0.2658
EILMS	5	122	303	185	165	44000	94400	0.6106
ABR	3	443	1173	527	403	44000	64600	0.4493
AELLS	5	93	186	67	61	44000	95200	0.3602
ADEG	4	186	519	74	69	44000	178000	0.1426
EISS	4	826	1652	161	103	43600	596400	0.09746
OPRT	4	270	540	223	199	43600	126800	0.413
EEFRST	6	59	138	24	16	43400	159600	0.1739
ABERST	6	53	124	38	45	43400	120400	0.3065
AEHLRT	6	50	107	46	36	43400	85400	0.4299
ACERRT	6	61	132	68	67	43400	89600	0.5152
CEORSS	6	49	108	52	31	43400	78400	0.4815
ARSST	5	250	521	82	111	43200	351200	0.1574
ALNOS	5	143	346	38	54	43200	246400	0.1098
EIRV	4	134	330	112	100	43200	87200	0.3394
OOR	3	570	1140	468	364	43200	67200	0.4105
AEEMRST	7	38	92	40	34	43200	93600	0.4348
EORSV	5	58	150	51	42	43200	79200	0.34
DIN	3	958	1916	1018	700	43200	89800	0.5313
AMOR	4	206	512	103	113	43200	163600	0.2012
AKRST	5	64	197	39	29	43200	126400	0.198
AHLS	4	194	388	135	96	42800	101200	0.3479
ACEL	4	140	280	107	84	42800	69200	0.3821
HOOS	4	135	311	81	64	42800	92000	0.2605
ILOT	4	156	312	116	97	42400	78400	0.3718
APSST	5	98	216	68	75	42400	118400	0.3148
EEMRS	5	134	300	71	70	42400	183200	0.2367
DEOPT	5	88	231	42	62	42400	151200	0.1818
EERSV	5	68	171	30	40	42400	112800	0.1754
AILSS	5	130	295	52	53	42400	194400	0.1763
EEFRS	5	64	173	92	51	42400	64800	0.5318
IMRS	4	256	646	90	108	42400	222400	0.1393
AMPS	4	109	336	86	81	42000	100000	0.256
EENNRT	6	68	136	30	50	42000	148400	0.2206
CERSTU	6	40	99	18	11	42000	113400	0.1818
GINORS	6	57	132	49	41	42000	116200	0.3712
DOOR	4	203	564	104	110	42000	184000	0.1844
AEIN	4	455	910	105	46	42000	322000	0.1154
AEHLRS	6	63	136	51	45	42000	119000	0.375
INOPRS	6	42	108	16	8	42000	128800	0.1481
AELSTT	6	109	231	28	46	42000	284200	0.1212
AERSTY	6	52	125	23	20	42000	142800	0.184
ACR	3	578	1156	638	455	41800	51800	0.5519
AKNR	4	89	238	60	54	41600	71200	0.2521
ADEGR	5	75	184	49	60	41600	108000	0.2663
DLO	3	552	1416	635	417	41500	78100	0.4484
OPT	3	528	1373	637	516	41300	73600	0.4639
LOOT	4	188	460	262	225	41200	79200	0.5696
EGN	3	697	1870	407	277	41100	146300	0.2176
EFORS	5	63	143	49	36	40800	75200	0.3427
GIRST	5	195	482	60	50	40800	337600	0.1245
ENNOS	5	78	164	56	53	40800	86400	0.3415
ERRS	4	302	604	108	77	40800	198400	0.1788
IMSST	5	104	236	42	62	40800	155200	0.178
ORSTT	5	139	278	59	90	40800	175200	0.2122
AILMS	5	85	189	45	58	40800	115200	0.2381
CEILS	5	77	205	51	27	40800	123200	0.2488
ACNRS	5	149	374	33	54	40800	272800	0.08824
EORRTT	6	41	88	25	28	40600	88200	0.2841
EFORST	6	55	131	43	39	40600	123200	0.3282
AEEMNS	6	53	138	14	12	40600	173600	0.1014
AEEPRT	6	87	190	28	23	40600	226800	0.1474
ELOPRS	6	39	92	49	32	40600	60200	0.5326
AELLSS	6	58	116	35	37	40600	113400	0.3017
ADEILT	6	55	120	40	45	40600	112000	0.3333
IPRSST	6	64	146	51	36	40600	133000	0.3493
EGR	3	807	2064	406	309	40500	165800	0.1967
EESS	4	519	1424	54	73	40400	548000	0.03792
NRU	3	460	1201	377	312	40400	82400	0.3139
MOSU	4	90	257	57	48	40400	80000	0.2218
DIT	3	944	1888	822	655	40200	106600	0.4354
LOOPS	5	51	140	54	57	40000	68800	0.3857
EFOR	4	129	298	86	64	40000	84800	0.2886
NSU	3	501	1351	292	287	40000	105900	0.2161
ERTY	4	193	505	115	43	40000	156000	0.2277
CHIST	5	77	171	42	49	40000	103200	0.2456
ADEET	5	125	250	54	29	40000	156800	0.216
ADGR	4	149	349	84	67	40000	106000	0.2407
DENU	4	163	403	163	102	40000	96000	0.4045
ELNOR	5	68	136	50	45	40000	68800	0.3676
BEIN	4	156	401	70	86	39600	132400	0.1746
EGST	4	288	693	206	150	39600	194800	0.2973
CEIL	4	142	363	94	65	39600	107600	0.259
AENRST	6	207	462	21	67	39200	617400	0.04545
ADEEMR	6	36	91	15	19	39200	106400	0.1648
ADEINS	6	80	177	20	36	39200	219800	0.113
AEFT	4	170	411	185	130	39200	90400	0.4501
DEOPST	6	41	104	36	36	39200	95200	0.3462
AEHM	4	174	400	74	51	39200	130400	0.185
ABESST	6	31	73	26	31	39200	65800	0.3562
DEOPRT	6	41	102	42	31	39200	84000	0.4118
INRST	5	378	756	49	126	39200	565600	0.06481
DEET	4	430	860	126	219	39200	293600	0.1465
ADEPT	5	99	253	53	80	39200	160000	0.2095
EILOT	5	61	122	49	39	39200	58400	0.4016
DEIMN	5	133	266	49	77	39200	173600	0.1842
CHIT	4	173	398	204	137	38800	77600	0.5126
ABS	3	419	1061	409	306	38800	65200	0.3855
IPS	3	555	1445	393	315	38800	105200	0.272
ELLS	4	156	312	144	75	38400	67200	0.4615
INSTT	5	151	302	160	133	38400	113600	0.5298
EHNT	4	232	464	242	142	38400	88800	0.5216
MOOT	4	112	269	125	95	38400	57600	0.4647
ALOST	5	257	699	30	67	38400	535200	0.04292
ELOP	4	123	304	154	118	38400	60000	0.5066
BSTU	4	90	264	90	73	38400	69600	0.3409
EMNOR	5	86	195	43	29	38400	121600	0.2205
AOR	3	1000	2000	503	320	38300	149700	0.2515
AIN	3	1241	2482	457	343	38100	202500	0.1841
DEIV	4	94	275	95	60	38000	72000	0.3455
CRSU	4	99	277	78	53	38000	79600	0.2816
AEILNST	7	67	152	17	17	37800	243000	0.1118
EHINRS	6	48	113	54	27	37800	82600	0.4779
BERSTU	6	36	80	31	22	37800	68600	0.3875
EILRTT	6	39	87	51	52	37800	50400	0.5862
ELORSS	6	63	143	64	57	37800	110600	0.4476
AERRTT	6	37	74	31	35	37800	60200	0.4189
ADEELN	6	54	122	21	22	37800	141400	0.1721
EERSSTT	7	38	81	37	24	37800	79200	0.4568
ADEILN	6	74	163	28	37	37800	189000	0.1718
EIPRSS	6	47	114	64	27	37800	70000	0.5614
DEINOR	6	53	112	23	9	37800	124600	0.2054
AEHLRST	7	46	101	45	40	37800	100800	0.4455
EILLR	5	81	162	65	48	37600	77600	0.4012
DEENR	5	79	158	73	40	37600	68000	0.462
OOPST	5	72	187	76	84	37600	88800	0.4064
AEHMS	5	76	166	71	56	37600	76000	0.4277
LOS	3	983	1966	1118	796	37400	84800	0.5687
APSS	4	143	374	83	67	37200	116400	0.2219
COT	3	665	1330	521	478	37100	80900	0.3917
ENSTU	5	82	169	44	59	36800	100000	0.2604
COOST	5	56	142	53	47	36800	71200	0.3732
GINRS	5	82	173	62	53	36800	88800	0.3584
CDEOS	5	69	167	38	51	36800	103200	0.2275
ANTU	4	140	356	57	36	36800	119600	0.1601
ADERRS	6	46	94	32	32	36400	86800	0.3404
EOPRRS	6	53	122	23	26	36400	138600	0.1885
EMNO	4	149	418	81	66	36400	134800	0.1938
EINPRS	6	52	113	28	25	36400	119000	0.2478
AMT	3	844	1688	1106	820	36400	58200	0.6552
AEORSS	6	59	118	26	19	36400	128800	0.2203
OPRSST	6	42	84	34	30	36400	70000	0.4048
ARY	3	416	1274	286	175	36200	98800	0.2245
BERTU	5	58	129	38	18	36000	72800	0.2946
EEHRT	5	104	222	90	56	36000	105600	0.4054
EILLRST	7	27	66	24	33	36000	75600	0.3636
AEELT	5	117	234	45	71	36000	151200	0.1923
AELPRST	7	34	79	43	33	36000	64800	0.5443
ADEERRS	7	35	75	16	14	36000	106200	0.2133
OOST	4	183	366	100	80	36000	106400	0.2732
BDEOR	5	68	168	72	59	36000	76800	0.4286
GNSU	4	126	334	88	52	36000	98400	0.2635
AGNRS	5	79	176	46	49	36000	104000	0.2614
DEEIRST	7	52	113	26	19	36000	156600	0.2301
CEHOR	5	67	149	37	37	36000	89600	0.2483
AHLST	5	79	187	55	65	36000	105600	0.2941
DOT	3	734	1468	650	526	35800	81800	0.4428
EFR	3	514	1320	322	241	35800	99800	0.2439
AEFL	4	121	329	72	68	35600	102800	0.2188
HNO	3	619	1238	418	320	35600	82000	0.3376
EER	3	561	1122	607	354	35500	51500	0.541
IMOST	5	89	233	32	35	35200	160800	0.1373
AGIN	4	185	370	102	85	35200	107200	0.2757
AEEPR	5	73	146	46	45	35200	80000	0.3151
BERSU	5	64	150	41	24	35200	87200	0.2733
EIPRT	5	79	181	32	26	35200	119200	0.1768
EGNS	4	231	570	132	52	35200	175200	0.2316
EESTW	5	64	169	37	26	35200	105600	0.2189
ELRSU	5	93	207	97	79	35200	88000	0.4686
NOOST	5	116	232	108	88	35200	99200	0.4655
EGLOS	5	74	178	52	33	35200	100800	0.2921
OOT	3	550	1100	408	330	35200	69200	0.3709
ACELST	6	58	136	16	16	35000	168000	0.1176
ABEERT	6	50	110	31	36	35000	110600	0.2818
CEHINS	6	48	103	32	32	35000	99400	0.3107
DEINRT	6	50	106	26	31	35000	112000	0.2453
AEFLRS	6	41	94	19	16	35000	105000	0.2021
AEKRST	6	43	118	77	51	35000	57400	0.6525
AFR	3	398	1017	334	299	34900	68300	0.3284
ELOV	4	79	225	62	44	34800	65200	0.2756
DEEL	4	205	452	120	121	34800	132800	0.2655
OTW	3	337	962	333	248	34500	62900	0.3462
ALNST	5	117	234	83	81	34400	120800	0.3547
EEMSS	5	88	209	30	36	34400	143200	0.1435
IKST	4	83	240	77	45	34400	65200	0.3208
ADNRS	5	83	175	49	51	34400	100800	0.28
AEGLNRS	7	27	64	33	34	34200	55800	0.5156
AEIRSTT	7	137	328	10	25	34200	572400	0.03049
APR	3	787	1574	1059	815	34100	51500	0.6728
CERU	4	108	250	66	53	34000	73600	0.264
DELU	4	129	352	80	69	34000	108800	0.2273
FIST	4	139	341	136	119	34000	82000	0.3988
ASTU	4	191	474	61	50	34000	165200	0.1287
EIL	3	927	1854	480	380	33800	137400	0.2589
AIRSST	6	61	126	22	19	33600	145600	0.1746
ENORW	5	35	88	26	20	33600	49600	0.2955
AENPSS	6	31	74	29	11	33600	63000	0.3919
DELORS	6	58	125	22	20	33600	144200	0.176
ADDERS	6	34	81	22	24	33600	82600	0.2716
EEFINR	6	36	88	19	8	33600	96600	0.2159
EEPR	4	149	359	177	167	33600	72800	0.493
AEESS	5	92	184	84	61	33600	80000	0.4565
ACDENT	6	36	79	23	27	33600	78400	0.2911
ENO	3	963	1926	402	198	33600	152400	0.2087
ACEMS	5	56	131	67	46	33600	51200	0.5115
ORTW	4	150	353	108	79	33200	98000	0.3059
COS	3	646	1292	453	424	33100	83900	0.3506
HMOS	4	117	324	65	51	32800	103600	0.2006
EGRS	4	228	559	73	49	32800	194400	0.1306
GINST	5	126	252	155	130	32800	77600	0.6151
AINPT	5	51	117	35	41	32800	65600	0.2991
DESU	4	217	663	41	78	32800	248800	0.06184
BENS	4	171	407	72	52	32800	134000	0.1769
DEEOR	5	51	102	45	6	32800	45600	0.4412
ACDES	5	86	200	78	65	32800	97600	0.39
