rank	stem	stemLen	isWord	track	score	value	gainPar	gainAlpha	deadPoints	effort	studyItems	newWords	owned	learning	unknown	familySize	branches	presentShare	presentGames	enumerability	enumerabilityObserved	enumerabilityFindable	enumerabilitySource	cueable	coherence	residual	deadBranches	deadExposure	scoreStandalone	learn	why
52	CANE	4	True	par	3.044	10.593	10.514	0	0.39788	3.48	3	3	4	8	52	50	91	0.063525	182	1.9277	2.8077	2.2249	calibrated	True	0.52225	765.27	54	0.11432	3.044	CANER CANED RECANE	CANE- is on 6% of your boards; you already own 4 of the 91 words on it (50 of them extend the stem's own path), so the rest cost little; the queue wants CANER, CANED, RECANE (10.5 points a game between 3 words); enumerability 2.2 is inside the 2-6 band, so it also works as something to scan for on a board.
53	CORE	4	True	par	3.0075	10.466	10.389	0	0.38469	3.48	3	3	7	11	83	81	133	0.068063	195	2.8799	2.7487	3.3239	calibrated	True	0.51705	1647.8	51	0.10316	3.0075	SCORE CORED CORER	CORE- is on 7% of your boards; you already own 7 of the 133 words on it (81 of them extend the stem's own path), so the rest cost little; the queue wants SCORE, CORED, CORER (10.4 points a game between 3 words); enumerability 3.3 is inside the 2-6 band, so it also works as something to scan for on a board.
54	SANE	4	True	par	2.9676	8.5467	8.3775	0	0.8459	2.88	2	2	3	14	27	13	45	0.12496	358	1.6308	2.081	2.081	observed	True	0.62723	1301.2	54	0.12356	2.9676	SANEST SANED	SANE- is on 12% of your boards; you already own 3 of the 45 words on it (13 of them extend the stem's own path), so the rest cost little; the queue wants SANEST, SANED (8.4 points a game between 2 words); enumerability 2.1 is inside the 2-6 band, so it also works as something to scan for on a board; 54 dead affixes worth 0.8 points a game in avoided misswipes at the current weight.
55	ERRA	4	False	alpha	2.9513	10.271	0	10.094	0.88219	3.48	3	3	14	32	111	104	192	0.053403	153	3.0128	4.5686	3.4772	calibrated	True	0.51545	3691	58	0.30153	2.9513	SERRA TERRAS TERRA	ERRA- is on 5% of your boards; you already own 14 of the 192 words on it (104 of them extend the stem's own path), so the rest cost little; the queue wants SERRA, TERRAS, TERRA (10.1 points a game between 3 words); enumerability 3.5 is inside the 2-6 band, so it also works as something to scan for on a board; 58 dead affixes worth 0.9 points a game in avoided misswipes at the current weight.
56	SILE	4	True	alpha	2.9456	17.32	7.3997	9.7829	0.68759	5.88	7	7	5	16	93	57	130	0.11239	322	3.7092	3.5528	3.5528	observed	True	0.57043	2291.4	52	0.11167	2.9456	SILEN SILENT SILERS SILENS SILES SILER ESILE	SILE- is on 11% of your boards; you already own 5 of the 130 words on it (57 of them extend the stem's own path), so the rest cost little; the queue wants SILEN, SILENT, SILERS (17.2 points a game between 7 words); enumerability 3.6 is inside the 2-6 band, so it also works as something to scan for on a board; 52 dead affixes worth 0.7 points a game in avoided misswipes at the current weight.
57	EAST	4	True	par	2.9338	11.97	9.5295	2.2278	1.0625	4.08	4	4	49	57	143	86	267	0.1651	473	2.3358	3.2347	3.2347	observed	True	0.5414	1031.6	50	0.11746	2.9338	REASTS REAST YEAST FEAST	EAST- is on 17% of your boards; you already own 49 of the 267 words on it (86 of them extend the stem's own path), so the rest cost little; the queue wants REASTS, REAST, YEAST (11.8 points a game between 4 words); enumerability 3.2 is inside the 2-6 band, so it also works as something to scan for on a board; 50 dead affixes worth 1.1 points a game in avoided misswipes at the current weight.
58	RONE	4	True	par	2.9147	27.631	34.689	20.756	0.83161	9.48	13	8	8	25	164	112	220	0.11414	327	3.6328	4.896	4.896	observed	True	0.55132	4394	54	0.13299	5.8662	IRONES IRONE RONES DRONES TRONES TRONE CRONE IRONED CRONES DRONE IRONER GRONE PRONE	RONE- is on 11% of your boards; you already own 8 of the 220 words on it (112 of them extend the stem's own path), so the rest cost little; the queue wants IRONES, IRONE, RONES (55.4 points a game between 13 words); enumerability 4.9 is inside the 2-6 band, so it also works as something to scan for on a board; 54 dead affixes worth 0.8 points a game in avoided misswipes at the current weight.
59	NSE	3	False	par	2.8902	43.006	31.523	10.609	4.3683	14.88	22	22	21	68	452	405	714	0.24852	712	3.5222	4.8006	4.8006	observed	True	0.40008	4556.1	59	0.32084	2.8902	RINSE TENSE RINSER SENSE LENSE MANSE TENSER DENSE HANSE ONSETS SONSE TINSEL INSECT ONSET TENSED RINSED INSET RINSES MENSE INSERT CENSE INSETS	NSE- is on 25% of your boards; you already own 21 of the 714 words on it (405 of them extend the stem's own path), so the rest cost little; the queue wants RINSE, TENSE, RINSER (42.1 points a game between 22 words); enumerability 4.8 is inside the 2-6 band, so it also works as something to scan for on a board; 59 dead affixes worth 4.4 points a game in avoided misswipes at the current weight.
60	INES	4	False	par	2.8876	18.712	14.079	5.6593	3.1062	6.48	8	7	43	82	922	956	1539	0.19791	567	6.5863	7.1817	7.1817	observed	False	0.48502	5362.2	48	0.28648	3.1419	CINES RATINES RHINES DAINES RETINES NINES SEINES URINES	INES- is on 20% of your boards; you already own 43 of the 1539 words on it (956 of them extend the stem's own path), so the rest cost little; the queue wants CINES, RATINES, RHINES (19.7 points a game between 8 words); enumerability 7.2 is above the band: study it, but do not hunt for it, there is too much under the stem to check; 48 dead affixes worth 3.1 points a game in avoided misswipes at the current weight.
61	RIAL	4	True	par	2.8779	11.742	9.4999	2.1231	0.5943	4.08	4	4	7	22	156	161	245	0.077487	222	2.9311	3.2613	3.2613	observed	True	0.50208	3703.1	57	0.13999	2.8779	RIALS TRIALS TRIAL SERIAL	RIAL- is on 8% of your boards; you already own 7 of the 245 words on it (161 of them extend the stem's own path), so the rest cost little; the queue wants RIALS, TRIALS, TRIAL (11.6 points a game between 4 words); enumerability 3.3 is inside the 2-6 band, so it also works as something to scan for on a board; 57 dead affixes worth 0.6 points a game in avoided misswipes at the current weight.
62	EATS	4	True	par	2.8385	18.394	18.482	0	2.8994	6.48	8	7	45	41	130	86	258	0.1801	516	2.5237	3.2849	3.2849	observed	True	0.54834	1188	49	0.29385	2.9417	MEATS TEATS SEATS GREATS GEATS NEATS TREATS HEATS	EATS- is on 18% of your boards; you already own 45 of the 258 words on it (86 of them extend the stem's own path), so the rest cost little; the queue wants MEATS, TEATS, SEATS (18.5 points a game between 8 words); enumerability 3.3 is inside the 2-6 band, so it also works as something to scan for on a board; 49 dead affixes worth 2.9 points a game in avoided misswipes at the current weight.
63	ASERS	5	False	par	2.8348	9.865	9.7047	0	0.80167	3.48	3	3	10	12	32	22	60	0.049215	141	2.2494	2.078	2.078	calibrated	True	0.6976	719.44	56	0.29733	2.8348	RASERS LASERS TASERS	ASERS- is on 5% of your boards; you already own 10 of the 60 words on it (22 of them extend the stem's own path), so the rest cost little; the queue wants RASERS, LASERS, TASERS (9.7 points a game between 3 words); enumerability 2.1 is inside the 2-6 band, so it also works as something to scan for on a board; 56 dead affixes worth 0.8 points a game in avoided misswipes at the current weight.
64	ETER	4	False	par	2.8049	13.127	12.339	0.48866	1.496	4.68	5	5	13	16	176	259	415	0.086213	247	2.2685	2.8785	2.8785	observed	True	0.48484	3416.7	57	0.31672	2.8049	METER DETERS PETER DETER SAETER	ETER- is on 9% of your boards; you already own 13 of the 415 words on it (259 of them extend the stem's own path), so the rest cost little; the queue wants METER, DETERS, PETER (12.8 points a game between 5 words); enumerability 2.9 is inside the 2-6 band, so it also works as something to scan for on a board; 57 dead affixes worth 1.5 points a game in avoided misswipes at the current weight.
65	OTHE	4	False	par	2.8013	8.0677	7.923	0	0.72336	2.88	2	2	9	18	109	139	190	0.042932	123	2.5704	4.1951	2.9666	calibrated	True	0.51181	2416.1	58	0.30754	2.8013	OTHER OTHERS	OTHE- is on 4% of your boards; you already own 9 of the 190 words on it (139 of them extend the stem's own path), so the rest cost little; the queue wants OTHER, OTHERS (7.9 points a game between 2 words); enumerability 3.0 is inside the 2-6 band, so it also works as something to scan for on a board; 58 dead affixes worth 0.7 points a game in avoided misswipes at the current weight.
66	URES	4	True	par	2.7971	9.7339	9.4859	0	1.2398	3.48	3	3	11	34	249	217	391	0.080628	231	4.0157	3.8268	3.8268	observed	True	0.51889	3444.8	49	0.28067	2.7971	LURES MURES SURES	URES- is on 8% of your boards; you already own 11 of the 391 words on it (217 of them extend the stem's own path), so the rest cost little; the queue wants LURES, MURES, SURES (9.5 points a game between 3 words); enumerability 3.8 is inside the 2-6 band, so it also works as something to scan for on a board; 49 dead affixes worth 1.2 points a game in avoided misswipes at the current weight.
67	SLATE	5	True	par	2.7799	8.006	7.9438	0	0.31082	2.88	2	2	18	12	26	11	58	0.049913	143	1.6278	2.035	1.5038	calibrated	False	0.69805	684.72	53	0.11367	2.7799	RESLATE SLATED	SLATE- is on 5% of your boards; you already own 18 of the 58 words on it (11 of them extend the stem's own path), so the rest cost little; the queue wants RESLATE, SLATED (7.9 points a game between 2 words); enumerability 1.5 is below the band, so it is a study item and not a board cue.
68	STRI	4	False	par	2.7756	14.655	7.9911	6.2526	2.0584	5.28	6	6	22	58	337	227	494	0.11658	334	3.6036	4.1647	4.1647	observed	True	0.50962	5273.8	60	0.32229	2.7756	STRIDE STRIA STRINE STRIAE ESTRIN STRIP	STRI- is on 12% of your boards; you already own 22 of the 494 words on it (227 of them extend the stem's own path), so the rest cost little; the queue wants STRIDE, STRIA, STRINE (14.2 points a game between 6 words); enumerability 4.2 is inside the 2-6 band, so it also works as something to scan for on a board; 60 dead affixes worth 2.1 points a game in avoided misswipes at the current weight.
69	EETS	4	False	par	2.6903	9.3623	9.0883	0	1.3696	3.48	3	3	4	16	43	38	87	0.078883	226	0.98871	2.0752	2.0752	observed	True	0.57536	1505.3	56	0.31692	2.6903	LEETS MEETS DEETS	EETS- is on 8% of your boards; you already own 4 of the 87 words on it (38 of them extend the stem's own path), so the rest cost little; the queue wants LEETS, MEETS, DEETS (9.1 points a game between 3 words); enumerability 2.1 is inside the 2-6 band, so it also works as something to scan for on a board; 56 dead affixes worth 1.4 points a game in avoided misswipes at the current weight.
70	ARTE	4	False	par	2.6899	10.975	6.1369	4.4113	2.1338	4.08	4	4	38	45	181	149	320	0.12286	352	2.4834	3.446	3.446	observed	True	0.52571	2503	58	0.317	2.6899	TARTER ARTEL TARTED ARTELS	ARTE- is on 12% of your boards; you already own 38 of the 320 words on it (149 of them extend the stem's own path), so the rest cost little; the queue wants TARTER, ARTEL, TARTED (10.5 points a game between 4 words); enumerability 3.4 is inside the 2-6 band, so it also works as something to scan for on a board; 58 dead affixes worth 2.1 points a game in avoided misswipes at the current weight.
71	SERA	4	True	alpha	2.6848	14.176	0	13.508	3.3376	5.28	6	6	20	16	103	42	151	0.19023	545	1.4196	2.1193	2.1193	observed	True	0.54864	2393.5	59	0.32025	2.6848	SERAI SERAIL SERAIS SERAL SERAC SERANG	SERA- is on 19% of your boards; you already own 20 of the 151 words on it (42 of them extend the stem's own path), so the rest cost little; the queue wants SERAI, SERAIL, SERAIS (13.5 points a game between 6 words); enumerability 2.1 is inside the 2-6 band, so it also works as something to scan for on a board; 59 dead affixes worth 3.3 points a game in avoided misswipes at the current weight.
72	ARES	4	True	par	2.675	12.519	12.801	0	4.086	4.68	5	4	67	96	239	165	450	0.24991	716	4.3091	4.8869	4.8869	observed	True	0.54561	1029.9	48	0.29843	2.9099	DARES SHARES VARES SNARES SOARES	ARES- is on 25% of your boards; you already own 67 of the 450 words on it (165 of them extend the stem's own path), so the rest cost little; the queue wants DARES, SHARES, VARES (12.8 points a game between 5 words); enumerability 4.9 is inside the 2-6 band, so it also works as something to scan for on a board; 48 dead affixes worth 4.1 points a game in avoided misswipes at the current weight.
73	INER	4	False	alpha	2.6743	14.12	10.028	10.435	3.0693	5.28	6	5	37	56	301	233	441	0.1815	520	4.1922	5.1269	5.1269	observed	True	0.52392	3814.5	53	0.30867	3.9917	SHINER DINERO BINER INERTS INERT SEINER	INER- is on 18% of your boards; you already own 37 of the 441 words on it (233 of them extend the stem's own path), so the rest cost little; the queue wants SHINER, DINERO, BINER (20.5 points a game between 6 words); enumerability 5.1 is inside the 2-6 band, so it also works as something to scan for on a board; 53 dead affixes worth 3.1 points a game in avoided misswipes at the current weight.
74	LLE	3	False	par	2.5992	7.4856	7.2492	0	1.1817	2.88	2	2	100	105	568	1213	1367	0.067016	192	5.9756	11.823	10.854	calibrated	False	0.38876	4282.6	59	0.32185	2.5992	SALLE RILLE	LLE- is on 7% of your boards; you already own 100 of the 1367 words on it (1213 of them extend the stem's own path), so the rest cost little; the queue wants SALLE, RILLE (7.2 points a game between 2 words); enumerability 10.9 is above the band: study it, but do not hunt for it, there is too much under the stem to check; 59 dead affixes worth 1.2 points a game in avoided misswipes at the current weight.
75	LIEN	4	True	alpha	2.5707	8.9462	2.3998	6.4332	0.56582	3.48	3	3	3	8	77	52	104	0.072251	207	1.8496	2.4686	2.4686	observed	True	0.51856	3150.5	56	0.14294	2.5707	ALIEN LIENS ALIENS	LIEN- is on 7% of your boards; you already own 3 of the 104 words on it (52 of them extend the stem's own path), so the rest cost little; the queue wants ALIEN, LIENS, ALIENS (8.8 points a game between 3 words); enumerability 2.5 is inside the 2-6 band, so it also works as something to scan for on a board; 56 dead affixes worth 0.6 points a game in avoided misswipes at the current weight.
76	TREE	4	True	par	2.5529	7.3524	5.9948	1.2522	0.52749	2.88	2	2	3	22	61	81	151	0.077836	223	2.0205	2.5067	2.5067	observed	True	0.51072	1386.4	52	0.1237	2.5529	TREED STREEL	TREE- is on 8% of your boards; you already own 3 of the 151 words on it (81 of them extend the stem's own path), so the rest cost little; the queue wants TREED, STREEL (7.2 points a game between 2 words); enumerability 2.5 is inside the 2-6 band, so it also works as something to scan for on a board; 52 dead affixes worth 0.5 points a game in avoided misswipes at the current weight.
77	ACES	4	True	par	2.5487	8.8695	16.531	0	1.2027	3.48	3	2	18	20	123	124	219	0.071553	205	2.2652	3.2146	3.2146	observed	True	0.52058	2381.1	53	0.30679	4.8195	TRACES TACES DACES	ACES- is on 7% of your boards; you already own 18 of the 219 words on it (124 of them extend the stem's own path), so the rest cost little; the queue wants TRACES, TACES, DACES (16.5 points a game between 3 words); enumerability 3.2 is inside the 2-6 band, so it also works as something to scan for on a board; 53 dead affixes worth 1.2 points a game in avoided misswipes at the current weight.
78	STEE	4	False	par	2.5139	14.782	14.977	0	1.4645	5.88	7	6	4	31	102	137	250	0.091798	263	3.4775	3.6388	3.6388	observed	True	0.54203	1571.3	53	0.29121	2.597	STEERS STEER STEEL STEEN STEEM STEENS STEEP	STEE- is on 9% of your boards; you already own 4 of the 250 words on it (137 of them extend the stem's own path), so the rest cost little; the queue wants STEERS, STEER, STEEL (15.0 points a game between 7 words); enumerability 3.6 is inside the 2-6 band, so it also works as something to scan for on a board; 53 dead affixes worth 1.5 points a game in avoided misswipes at the current weight.
