stem	boards	size	ptsNoneOpened	youCompletion	topQCompletion	frontierCompletion	uncontestedPerGame
DANT	133	3.0526	175800	0.53797	0.68182	0.51311	61.361
CHAS	83	4.759	175600	0.57767	0.7013	0.61824	61.291
TORA	241	3.1328	175600	0.57576	0.5	0.57313	61.291
SATI	306	3.5327	175000	0.65	0.70526	0.67109	61.082
TIRES	139	2.4604	175000	0.57085	0.57895	0.62876	61.082
ACHES	57	4.9123	173400	0.55414	0.54286	0.54959	60.524
ELATE	154	5.0974	172600	0.81447	0.84404	0.81439	60.244
PROS	101	4.5545	172000	0.52353	0.4	0.51282	60.035
TELS	179	2.8939	171600	0.36449	0.46429	0.37736	59.895
NAME	141	4.0567	171600	0.71255	0.71429	0.68843	59.895
TEIN	392	3.1556	171000	0.68498	0.58095	0.65032	59.686
PLAT	79	5.6962	170600	0.58257	0.55319	0.60635	59.546
LONE	157	3.3503	170000	0.65089	0.64557	0.68591	59.337
BEST	88	3.9545	170000	0.42169	0.45833	0.43925	59.337
AIRED	129	3.2016	169800	0.61538	0.66265	0.64516	59.267
WINE	73	5.0411	169600	0.42276	0.67213	0.51361	59.197
COME	64	4.7344	169400	0.48485	0.44068	0.52066	59.127
INNER	77	4.5325	168400	0.49794	0.61972	0.59532	58.778
HALL	49	5.2857	168000	0.40602	0.29412	0.36628	58.639
OTHER	88	4.8409	168000	0.6125	0.8125	0.60949	58.639
ROTI	205	3.322	167800	0.59887	0.68085	0.6087	58.569
LIED	118	3.2458	167400	0.44017	0.32143	0.45113	58.429
GRAT	108	4.3704	167200	0.65741	0.7561	0.69325	58.36
LOUR	46	5.0217	166400	0.44375	0.73333	0.48241	58.08
RIDES	101	2.6733	166200	0.48	0.54348	0.53778	58.01
SETT	130	3.2692	166200	0.64463	0.7	0.68269	58.01
ANTED	98	3.3571	165000	0.47951	0.45679	0.54225	57.592
SEAM	136	3.6838	164800	0.62736	0.66667	0.64286	57.522
HAND	81	4.3086	164000	0.60829	0.65217	0.63218	57.243
SONE	196	2.398	164000	0.61658	0.6	0.65359	57.243
RACH	79	4.481	162800	0.66154	0.57143	0.59227	56.824
NONE	107	3.4766	162800	0.36607	0.51613	0.49065	56.824
CHAT	81	3.4691	161800	0.53333	0.46154	0.51282	56.475
PAIN	97	4.2371	161800	0.54694	0.56098	0.64012	56.475
TOSE	234	2.4658	161200	0.74085	0.66197	0.72513	56.265
TIED	225	2.44	160400	0.48966	0.55357	0.51852	55.986
CARD	84	4.4167	160200	0.58291	0.6	0.60821	55.916
LASS	86	3.8605	160200	0.45732	0.43478	0.44628	55.916
MAIL	86	5.3605	159600	0.57285	0.625	0.64305	55.707
MANE	152	3.3092	159400	0.54023	0.55405	0.56944	55.637
TOUR	80	4.7875	159200	0.58421	0.72222	0.59231	55.567
OTTER	86	4.6512	159200	0.54723	0.64384	0.63736	55.567
OARS	192	3.1719	159200	0.52698	0.48333	0.57576	55.567
TILL	78	4.4744	159000	0.63103	0.60656	0.70192	55.497
WARD	46	5.3478	158600	0.39823	0.58824	0.41916	55.358
MINES	60	3.55	158400	0.40523	0.38889	0.45029	55.288
HANT	124	3.5484	156400	0.6087	0.46032	0.62238	54.59
ROON	89	3.5056	155600	0.46939	0.63636	0.49296	54.311
TONER	158	3.1646	155400	0.72987	0.84173	0.79654	54.241
REPO	95	4.6947	154800	0.70213	0.61905	0.68506	54.031
FEST	112	3.5536	154200	0.43046	0.47368	0.48661	53.822
MOSE	106	2.9623	154200	0.5847	0.57143	0.58498	53.822
LIKE	27	7.4074	154200	0.38406	0.4	0.41447	53.822
MINA	131	4.6947	154200	0.44961	0.52632	0.43455	53.822
PINES	64	3.0781	153800	0.42857	0.39535	0.44848	53.682
PARS	108	3.5926	153600	0.59514	0.52703	0.62654	53.613
DONS	136	2.8162	153400	0.42446	0.4	0.39175	53.543
RAMS	123	3.1382	153400	0.42529	0.36842	0.46275	53.543
TACH	80	3.85	153200	0.46853	0.625	0.5291	53.473
ANGLE	38	7.4474	153200	0.68067	0.47059	0.63333	53.473
SONS	136	3.4044	152800	0.26923	0.3871	0.3038	53.333
CALL	45	5.2222	152400	0.53695	0.5641	0.57991	53.194
PANE	111	3.6486	152200	0.57364	0.525	0.60127	53.124
STORE	167	2.8802	151600	0.7788	0.77049	0.77573	52.914
ACTS	124	3.3145	151600	0.41606	0.40909	0.42254	52.914
BAST	99	4.5152	151400	0.66308	0.67816	0.66244	52.845
START	100	3.18	151400	0.60736	0.62162	0.62946	52.845
LITH	101	4.9802	150800	0.61176	0.55128	0.60377	52.635
READS	98	2.8571	150800	0.44604	0.525	0.5	52.635
MERE	135	3.437	150800	0.54037	0.60377	0.56552	52.635
CANS	140	2.85	150800	0.39247	0.375	0.41245	52.635
CAME	65	4.0308	150000	0.38889	0.52174	0.43284	52.356
PENS	94	3.1383	150000	0.34615	0.5	0.36517	52.356
USED	105	3.6667	150000	0.40415	0.39655	0.43568	52.356
SANG	101	3.3267	149800	0.50521	0.35484	0.50855	52.286
TILES	94	2.6702	149600	0.52688	0.54386	0.57269	52.216
EVER	37	6	149400	0.36567	0.23729	0.39247	52.147
OPES	109	4.156	149400	0.46537	0.58462	0.57002	52.147
SNAR	278	3.6942	149200	0.74146	0.6125	0.71136	52.077
OILS	146	3.8973	149000	0.67507	0.62963	0.68941	52.007
DITS	194	2.7268	148800	0.37952	0.39583	0.40449	51.937
MEAT	147	2.9796	148800	0.61497	0.55	0.58696	51.937
PRAT	133	4.782	148400	0.62451	0.67391	0.6547	51.798
DONE	144	3.0278	148000	0.67018	0.5119	0.68333	51.658
RONT	197	3.3909	147200	0.74219	0.78431	0.73727	51.379
EARD	201	3.1294	146800	0.52121	0.52941	0.50714	51.239
COUR	49	6.898	146200	0.45833	0.52778	0.52968	51.03
ROAD	116	3.9569	146000	0.54167	0.5	0.52381	50.96
PEST	140	3.0143	146000	0.5198	0.61798	0.5802	50.96
NOTE	296	3.3142	145400	0.84843	0.8038	0.85578	50.75
VERT	73	5.1781	145200	0.30719	0.52941	0.36957	50.681
SPIE	119	4.2437	144600	0.5381	0.57143	0.59712	50.471
EELS	118	4.0593	144600	0.46048	0.45918	0.48861	50.471
OCHE	64	5.8594	144200	0.25984	0.52941	0.32778	50.332
HARD	105	4.0667	144200	0.59669	0.60714	0.63251	50.332
RASH	175	3.5029	143800	0.67249	0.56944	0.6875	50.192
CRAN	137	3.9927	143400	0.66116	0.62766	0.66762	50.052
CARS	133	3.0075	143200	0.59756	0.64583	0.64198	49.983
SAGE	104	3.2981	143000	0.56571	0.61538	0.57447	49.913
LATS	210	2.5667	142600	0.49684	0.45714	0.54501	49.773
RITS	216	2.4907	142200	0.49612	0.51429	0.54167	49.634
HATE	239	3.3808	142000	0.85193	0.83562	0.86455	49.564
SAIN	285	3.1158	142000	0.73409	0.66897	0.7813	49.564
LIVE	39	8	141600	0.51031	0.39024	0.52564	49.424
CREE	77	4.8961	141600	0.38994	0.61111	0.54132	49.424
METE	103	4.0971	141600	0.62162	0.50769	0.63258	49.424
OLDE	100	4.86	141600	0.52857	0.58182	0.54511	49.424
THING	38	4.3158	141000	0.33333	0.42857	0.35652	49.215
STIES	74	3.0405	140600	0.40336	0.44828	0.45333	49.075
PERE	98	3.2245	140600	0.49412	0.525	0.50711	49.075
TREE	223	3.5067	140400	0.70395	0.68868	0.74233	49.005
INTERS	80	3.425	140400	0.6129	0.73846	0.69444	49.005
DIAL	129	3.7132	140400	0.58042	0.68852	0.65948	49.005
GALE	95	3.2947	139000	0.55932	0.65217	0.56164	48.517
DINGS	37	4.6486	138000	0.37903	0.31818	0.45333	48.168
LOTS	121	2.8264	138000	0.44162	0.55172	0.47162	48.168
EROS	434	3.6866	138000	0.30252	0.3	0.29796	48.168
ROES	217	2.5853	137800	0.36885	0.46667	0.38922	48.098
LICE	68	4.1029	137400	0.41045	0.36066	0.47024	47.958
SHOT	128	3.6406	136800	0.58947	0.78125	0.67347	47.749
ASTERS	87	3.6782	136400	0.60909	0.74074	0.69742	47.609
TINA	291	3.1684	136200	0.55046	0.45946	0.52381	47.539
HART	143	3.0909	135600	0.63596	0.6	0.69255	47.33
RILE	205	2.7463	135200	0.73643	0.69412	0.71899	47.19
SOUT	79	3.6962	135200	0.57065	0.64706	0.63071	47.19
BLAT	77	5.1688	135200	0.5625	0.55357	0.62593	47.19
TASS	117	3.5214	135000	0.60526	0.47826	0.58644	47.12
MORA	134	4.5821	134800	0.65079	0.64286	0.66775	47.051
OATER	154	3.026	134800	0.67323	0.74603	0.72443	47.051
COSE	168	3.0476	134400	0.67834	0.63529	0.67526	46.911
REND	210	2.9	134400	0.70625	0.75	0.77609	46.911
ALLY	33	6.6061	134200	0.35514	0.32353	0.35461	46.841
PLAN	66	6.0758	134000	0.63014	0.72727	0.656	46.771
CONI	102	4.1961	134000	0.37302	0.75	0.41818	46.771
RATING	48	3.5625	134000	0.5625	0.55172	0.61111	46.771
HEST	153	2.7516	133800	0.53333	0.69231	0.61134	46.702
SPIRE	57	4.3158	133800	0.54867	0.6	0.57778	46.702
TOON	82	3.3415	133800	0.58273	0.475	0.60106	46.702
BIDE	66	5.0758	133800	0.47442	0.61905	0.57576	46.702
SIDES	72	2.75	133800	0.40426	0.51724	0.44681	46.702
AGEN	104	4.0385	133600	0.5035	0.53333	0.53039	46.632
MODE	70	4.3143	133400	0.49686	0.7	0.57339	46.562
GALL	26	5.5	133000	0.36607	0.18519	0.42969	46.422
ILLS	67	5.4627	132600	0.43243	0.4557	0.50932	46.283
OUTER	79	4.7342	132400	0.63192	0.77465	0.71681	46.213
SCAT	104	3.5096	131800	0.53939	0.71429	0.61993	46.003
SINS	143	2.6014	131400	0.4539	0.47727	0.4507	45.864
LANES	97	2.5464	131000	0.47742	0.575	0.55897	45.724
NIDE	227	3.1762	130800	0.51351	0.67188	0.64	45.654
EARL	147	3.1973	130400	0.5814	0.58621	0.57635	45.515
OSIER	144	3.5972	130200	0.36774	0.52174	0.36994	45.445
INTI	164	4.0244	130200	0.33333	0.27027	0.34247	45.445
NEAL	207	2.686	129800	0.68394	0.63333	0.66078	45.305
MILE	108	4.0463	129600	0.72263	0.67164	0.71467	45.236
LANG	73	3.9589	129200	0.49254	0.40476	0.51064	45.096
RAVE	56	6.4643	129000	0.57143	0.7037	0.62807	45.026
LEND	89	3.3034	129000	0.67647	0.63415	0.65438	45.026
NETT	128	3.5781	128600	0.59563	0.78125	0.67681	44.887
FORES	41	3.4878	128400	0.55856	0.53659	0.55118	44.817
CATER	108	2.7037	128000	0.7027	0.70492	0.71923	44.677
LITER	92	2.5326	128000	0.69178	0.86957	0.71429	44.677
RARE	178	3.309	127800	0.70732	0.71698	0.73427	44.607
LAPS	77	4.5195	127800	0.45732	0.38776	0.52586	44.607
ROTA	297	3.2795	127600	0.72143	0.61111	0.66975	44.538
BARE	132	3.2197	127600	0.71924	0.74194	0.76064	44.538
EANED	83	3.3253	127600	0.46541	0.46552	0.48673	44.538
LUST	64	4.5156	127200	0.512	0.54545	0.5914	44.398
RESIN	153	2.549	127200	0.68571	0.7381	0.68807	44.398
AUNT	92	6.25	126600	0.57895	0.54839	0.63729	44.188
OWED	50	5.58	126400	0.49324	0.35938	0.48361	44.119
AVES	47	6.383	126400	0.48899	0.53659	0.52896	44.119
MISS	60	4.7667	126200	0.45517	0.36957	0.47368	44.049
SHIER	91	3.1429	126200	0.52308	0.63333	0.56701	44.049
COTT	38	5.5	125600	0.45977	0.4359	0.54822	43.839
MALT	68	3.7353	125400	0.43651	0.61538	0.47297	43.77
INGLE	50	7.24	125400	0.56364	0.66667	0.62931	43.77
LANDS	45	3.3556	125400	0.36957	0.4	0.40517	43.77
CARR	43	4.3721	125400	0.35897	0.53333	0.37037	43.77
HANG	67	4.4179	125200	0.50323	0.36111	0.49029	43.7
BALL	33	5.5758	124600	0.53211	0.61538	0.53247	43.49
CARN	92	3.413	124600	0.71271	0.64706	0.67364	43.49
MITER	83	2.9157	124400	0.66887	0.58537	0.62687	43.421
SEAS	151	2.6424	124400	0.60927	0.6129	0.66387	43.421
DELI	164	3.0915	124200	0.66154	0.60714	0.61257	43.351
BEAR	78	4.0769	124200	0.64929	0.57143	0.69257	43.351
SIST	128	3.8359	124200	0.49123	0.45455	0.49425	43.351
DENTS	75	2.6133	124000	0.43678	0.58333	0.45255	43.281
CATES	61	2.3607	123400	0.45745	0.48718	0.475	43.072
PILE	85	4.9765	123400	0.59459	0.64474	0.64265	43.072
SAND	136	2.9191	123400	0.71491	0.68966	0.72069	43.072
LATH	125	4.672	123200	0.76692	0.62195	0.743	43.002
HAIN	139	3.4317	123200	0.5	0.55172	0.58846	43.002
RASES	97	2.4536	123200	0.44248	0.55263	0.51136	43.002
AIDS	157	3.172	123000	0.63666	0.58228	0.63682	42.932
ANGER	67	4.9552	122600	0.61468	0.475	0.68085	42.792
APED	65	4.4154	122400	0.37368	0.35938	0.45148	42.723
GATES	56	2.6607	121400	0.41053	0.5	0.45	42.373
GING	45	6.0222	121200	0.58235	0.42553	0.59067	42.304
FIRE	103	3.3495	121200	0.73333	0.70588	0.70896	42.304
LIEN	207	3.4734	120800	0.52128	0.7037	0.54762	42.164
DINER	112	2.6964	120600	0.66484	0.89744	0.69512	42.094
CUTE	62	4.6613	120400	0.55975	0.58333	0.55963	42.024
VINE	68	4.6618	120400	0.52198	0.70833	0.56379	42.024
LERE	182	2.7418	120200	0.6506	0.68	0.64583	41.955
AGED	78	3.4487	120000	0.53191	0.40816	0.51515	41.885
ROOS	125	3.848	120000	0.61509	0.70588	0.69737	41.885
LOOS	76	4.2368	120000	0.54422	0.7027	0.58921	41.885
CIDE	82	3.8293	119800	0.67568	0.62963	0.67635	41.815
MEAN	123	3.9268	119600	0.6872	0.66667	0.71598	41.745
HILL	39	5.8974	119400	0.47333	0.4375	0.55556	41.675
NITS	214	2.3131	119200	0.44872	0.45	0.4549	41.606
TEER	219	2.8858	119200	0.67626	0.64964	0.73198	41.606
REATE	154	2.7013	119200	0.65493	0.67797	0.67769	41.606
POTS	72	2.9861	119000	0.44094	0.43478	0.44586	41.536
RENS	226	2.2566	119000	0.52201	0.52941	0.52	41.536
TUNE	117	3.7436	118600	0.73059	0.80357	0.73476	41.396
LONG	52	5.4423	118200	0.47328	0.55	0.48649	41.257
RATIO	92	3.9565	118000	0.71277	0.69697	0.68153	41.187
RAILS	75	3.1867	118000	0.46763	0.65789	0.54857	41.187
ARETS	142	2.3944	117800	0.56069	0.51667	0.56364	41.117
ALTS	177	2.5876	117600	0.55072	0.50909	0.58571	41.047
TIDE	186	2.3656	117400	0.7788	0.83673	0.78165	40.977
AMIS	136	3.7279	117400	0.35443	0.52941	0.40237	40.977
ESSE	89	4.4944	116600	0.36066	0.33333	0.30303	40.698
EARING	54	5.1111	116600	0.64398	0.775	0.70916	40.698
LINER	120	2.85	116000	0.75225	0.75	0.79004	40.489
COLE	92	2.837	116000	0.6039	0.51667	0.64317	40.489
TOILE	88	4.2727	116000	0.70984	0.83871	0.75824	40.489
LASH	115	3.7391	115800	0.63566	0.69444	0.66667	40.419
SALL	77	4.0909	115800	0.64286	0.52632	0.67176	40.419
GENE	61	4.6721	114800	0.42667	0.43478	0.4058	40.07
SALTER	42	2.9762	114600	0.47191	0.77778	0.50893	40
WARE	108	3.1759	114400	0.63131	0.67241	0.66901	39.93
EMES	87	3.8851	114400	0.35115	0.36585	0.41014	39.93
GRAM	51	4.549	114000	0.46667		0.47619	39.791
OMER	122	3.3607	113600	0.38554	0.4186	0.375	39.651
MATT	51	5.549	113600	0.69626	0.74419	0.73034	39.651
SERR	152	4.1842	113600	0.52703	0.62745	0.59821	39.651
PATER	78	2.8333	113600	0.5858	0.71429	0.63725	39.651
RIME	114	4.0965	113400	0.60593	0.6092	0.68932	39.581
RATION	53	3.7925	113400	0.60656	0.6	0.57547	39.581
CHIS	62	3.4516	113400	0.29508	0.5	0.31915	39.581
ROIN	200	3.215	113400	0.49398	0.58537	0.52941	39.581
PANT	79	4.0253	113400	0.65145	0.73684	0.68571	39.581
RESH	164	3.2561	113400	0.42857	0.54167	0.45865	39.581
MORT	112	3.1071	113200	0.56429	0.5	0.59278	39.511
COTE	130	2.7615	113200	0.65258	0.60714	0.68382	39.511
ROTS	153	2.366	113000	0.46243	0.48571	0.49796	39.442
DART	142	3.1197	112600	0.65591	0.84091	0.72695	39.302
DURE	90	3.0444	112600	0.62411	0.56	0.625	39.302
PEND	60	3.7833	112600	0.5	0.45455	0.54645	39.302
ILLER	51	4.6275	112200	0.5534	0.54098	0.62037	39.162
TRIDE	83	3.6024	112200	0.54054	0.48485	0.56463	39.162
GIST	82	3.3049	112200	0.35211	0.78571	0.39496	39.162
BRAS	83	3.6988	112200	0.47458	0.54545	0.53293	39.162
RIPE	96	5.1979	112000	0.58571	0.81132	0.67974	39.092
MAGE	43	4.1628	112000	0.37008	0.41176	0.4589	39.092
ELLS	71	4.6056	111800	0.48241	0.47917	0.53114	39.023
RAPES	69	2.8986	111800	0.52414	0.66667	0.60227	39.023
RAGES	46	2.9348	111800	0.38961	0.38095	0.3871	39.023
OPED	58	4.5	111400	0.37278	0.40625	0.44298	38.883
EINE	230	3.6391	111200	0.31034	0.34043	0.35849	38.813
TOOT	40	5.2	111200	0.50694	0.71875	0.58333	38.813
WIRE	72	4.1111	110800	0.55769	0.52941	0.57944	38.674
EALED	91	3.033	110600	0.46108	0.56757	0.49099	38.604
LURE	96	3.6146	110200	0.61702	0.58	0.60619	38.464
ETHE	83	5.1205	110000	0.54472	0.48	0.56069	38.394
TONED	92	3.0326	109600	0.64943	0.70833	0.69038	38.255
LISTS	38	3.2105	109600	0.40741	0.38889	0.38554	38.255
GRAN	99	4.202	109600	0.62069	0.875	0.64078	38.255
TIRED	105	2.5524	109600	0.53623	0.58974	0.61905	38.255
LISTER	52	2.75	109200	0.50538	0.55556	0.56667	38.115
EAVE	38	7.1316	109200	0.47475	0.44444	0.50857	38.115
AMIE	124	3.629	109200	0.42969	0.5	0.41212	38.115
SHORE	82	3.122	109200	0.70833	0.7234	0.66995	38.115
STAIN	125	2.824	109000	0.76812	0.77778	0.79061	38.045
HETS	127	2.6535	109000	0.42581	0.47826	0.45854	38.045
PLEA	87	4.4598	108800	0.62245	0.59677	0.61257	37.976
TAINS	93	2.7204	108800	0.67241	0.62857	0.69231	37.976
SHIP	35	4.0286	108600	0.30952	0.33333	0.30263	37.906
RATH	182	3.0495	108200	0.66912	0.64407	0.64074	37.766
TEAM	156	3.3269	108200	0.79783	0.69565	0.78125	37.766
PASE	100	2.56	108200	0.45985	0.45833	0.49724	37.766
STRAIN	68	2.9853	108200	0.69841	0.5	0.62698	37.766
COLL	37	5.1351	108000	0.55862	0.47222	0.62346	37.696
RANI	279	3.0072	107800	0.53509	0.56522	0.55249	37.627
STEAL	133	3.1353	107800	0.77727	0.7284	0.78182	37.627
SCAN	101	3.4752	107800	0.67742	0.68182	0.67273	37.627
BRAN	68	4.3088	107400	0.51613	0.56667	0.59596	37.487
FORM	33	6.0909	107200	0.53333	1	0.54032	37.417
DALE	140	2.5857	106800	0.66667	0.66667	0.70161	37.277
LODE	111	2.8739	106400	0.54194	0.59091	0.57339	37.138
WART	71	3.831	106000	0.54861	0.45455	0.58378	36.998
MAND	50	3.56	106000	0.38889	0.45833	0.40164	36.998
HARM	52	5.0577	105400	0.44776	0.26667	0.43443	36.789
POTE	94	2.8617	105000	0.67188	0.48485	0.63684	36.649
ALLS	68	3.75	104800	0.50259	0.48649	0.54113	36.579
CIST	100	2.72	104600	0.60204	0.5	0.58108	36.51
TOME	79	2.557	104600	0.66393	0.72093	0.68072	36.51
RAPS	89	3.5393	104000	0.56129	0.42553	0.54884	36.3
DOSE	182	2.956	104000	0.76109	0.6875	0.77295	36.3
CARTE	99	3.3838	103800	0.70673	0.875	0.75812	36.23
BIST	44	3.9318	103600	0.52439	0.5	0.5	36.161
LATTE	64	4.5312	103600	0.78571	0.93939	0.7972	36.161
TOUT	49	4.9796	103600	0.51899	0.61364	0.65816	36.161
ASHES	65	4.6308	103200	0.67081	0.52381	0.71373	36.021
EPOS	68	4.5294	103000	0.55488	0.34483	0.54774	35.951
CARP	45	5.0444	103000	0.54206	0.525	0.53797	35.951
FAST	82	3.9756	102800	0.6506	0.73077	0.675	35.881
DIRE	132	2.4545	102600	0.63768	0.57576	0.62944	35.812
RAYS	61	3.8852	102600	0.44915	0.5	0.49198	35.812
RIDER	62	3.0161	102600	0.52	0.71429	0.57432	35.812
HORSE	97	2.7216	102200	0.68421	0.625	0.65455	35.672
ROSES	68	2.6471	101800	0.46316	0.4	0.46825	35.532
HINS	124	2.7258	101600	0.4472	0.55263	0.51982	35.462
SORES	126	2.3492	101600	0.68987	0.47368	0.64623	35.462
CANTS	57	2.7368	101600	0.52212	0.65385	0.58451	35.462
ETCH	86	4.4767	101400	0.64865	0.78261	0.64953	35.393
TARN	198	3.0051	101400	0.68705	0.69565	0.72616	35.393
SCOT	98	3.2959	101400	0.39773	0.37838	0.41379	35.393
SHEA	172	3.2849	101200	0.80645	0.7561	0.75706	35.323
WIND	33	5.0303	101200	0.48624	0.51923	0.52756	35.323
HOTE	160	2.8813	101200	0.5051	0.47619	0.58958	35.323
CAGE	44	4.5682	101200	0.57377	0.49123	0.60355	35.323
VENT	51	4.6471	101000	0.59322	0.38	0.52985	35.253
SPAT	97	3.1031	100800	0.67133	0.78261	0.68398	35.183
RACES	61	2.5902	100800	0.45783	0.625	0.58156	35.183
AGERS	60	3.1667	100800	0.55263	0.51163	0.55828	35.183
BOAT	54	3.9444	100600	0.61983	0.46429	0.62821	35.113
SHOO	54	4.537	100400	0.58824	0.625	0.62162	35.044
ARISE	141	2.7305	100400	0.66216	0.58824	0.65068	35.044
SPIT	72	3.7083	100400	0.76923	0.66667	0.68528	35.044
WAST	72	4.3889	100200	0.75141	0.76667	0.76953	34.974
PINS	73	2.6712	100200	0.45833	0.46667	0.45985	34.974
RUSE	101	3.0297	99800	0.49038	0.52941	0.51724	34.834
SHOE	113	3.5752	99600	0.6391	0.82609	0.68468	34.764
MALE	104	2.4615	99600	0.71951	0.80952	0.73853	34.764
SHIR	123	3.8049	99200	0.72297	0.65385	0.71479	34.625
DIET	188	2.633	99000	0.77457	0.72093	0.77866	34.555
STEAD	91	2.7253	98600	0.55263	0.4375	0.55462	34.415
PEAT	134	2.7537	98400	0.625	0.69444	0.65693	34.346
CHAI	66	5.1364	98200	0.58915	0.65455	0.66834	34.276
LAID	120	2.8667	98200	0.55147	0.41304	0.53368	34.276
ROPE	90	3.8444	97800	0.6701	0.67213	0.68284	34.136
HONES	75	2.72	97800	0.575	0.69231	0.58108	34.136
ROUSE	55	3.9455	97600	0.58333	0.6	0.63793	34.066
LARS	110	2.5455	97400	0.41667	0.71429	0.46763	33.997
STAG	77	4.013	97200	0.73457	0.76271	0.73246	33.927
LANCE	60	4.7333	97000	0.63636	0.5	0.58333	33.857
ELTS	195	2.9128	97000	0.45714	0.52941	0.5	33.857
HEAL	116	3.3103	96800	0.61692	0.71429	0.67391	33.787
INKS	35	6.2	96800	0.49655	0.46512	0.51309	33.787
BONE	74	3.7027	96800	0.71429	0.7234	0.73577	33.787
DINES	47	2.2553	96200	0.47297	0.4	0.46154	33.578
TABLE	38	5.9737	96200	0.56	1	0.5935	33.578
GAIN	95	3.3895	96200	0.72078	0.62791	0.71488	33.578
LOWE	35	5.8	96000	0.64706	0.42647	0.57764	33.508
LATEN	127	2.7165	94800	0.69194	0.66667	0.73516	33.089
SOIL	95	2.6842	94800	0.68027	0.8125	0.68852	33.089
BALE	102	3.2549	94600	0.65421	0.64286	0.70312	33.019
LOTE	160	2.5125	94400	0.7027	0.83333	0.73401	32.949
TROD	142	3.6127	94200	0.61321	0.75	0.59116	32.88
SAME	129	2.6667	94200	0.52667	0.5	0.54043	32.88
RIDS	101	2.4158	93800	0.4382	0.3913	0.42963	32.74
BATT	35	5.8286	93800	0.48227	0.46667	0.54487	32.74
GREE	70	5.2	93600	0.56757	0.88889	0.65179	32.67
WEST	90	3.1667	93600	0.57971	0.44	0.60309	32.67
LANDE	60	3.45	93400	0.69737	0.80392	0.75258	32.6
FLAT	45	3.3333	93400	0.54386	1	0.5	32.6
HASTE	105	3.1143	93200	0.73514	0.80597	0.76172	32.531
LIERS	75	2.6	93000	0.53846	0.5	0.55	32.461
AMINE	57	3.9825	92800	0.56	0.54762	0.5931	32.391
SEND	164	2.6098	92400	0.73611	0.78261	0.75704	32.251
TEAS	194	3.4227	92200	0.86461	0.85366	0.879	32.182
GAME	64	4.25	92200	0.69942	0.54545	0.70952	32.182
PARES	55	2.5273	92200	0.51429	0.61538	0.58462	32.182
OUST	108	3.5833	92200	0.66667	0.77551	0.76109	32.182
DORSE	56	3	92000	0.47059	0.68	0.59375	32.112
MONS	72	2.5556	91800	0.42857	0.5	0.41837	32.042
OMAS	105	3.5524	91800	0.30303	0.37037	0.32414	32.042
UNIT	127	5.2756	91800	0.52174	0.65152	0.5875	32.042
BEAT	79	3.1139	91800	0.64662	0.72727	0.65686	32.042
LEES	94	2.4894	91800	0.42202	0.42105	0.4589	32.042
HOOT	65	4.2154	91600	0.59218	0.90909	0.66055	31.972
SPART	35	3.4857	91600	0.44	0.55556	0.42857	31.972
GONE	79	3.1139	91400	0.64103	0.61765	0.61538	31.902
RENTS	75	2.3733	91200	0.53846	0.47059	0.57031	31.832
PASTE	82	3.4146	91200	0.74737	0.77778	0.79447	31.832
FIER	99	3.4747	91000	0.45902	0.625	0.45902	31.763
SIDER	92	2.5326	90800	0.62385	0.64706	0.67832	31.693
WALL	22	6.0455	90800	0.53191	0.45946	0.54032	31.693
FEAR	92	3.7283	90600	0.61017	0.66038	0.67547	31.623
ETHER	59	4.4746	90600	0.47727	0.475	0.54098	31.623
TRAY	78	3.7179	90600	0.53409	0.51515	0.58599	31.623
POLE	54	3.8889	90200	0.61417	0.60714	0.61272	31.483
TELA	270	3.2185	90000	0.51304	0.57143	0.5082	31.414
TOPE	91	4.5165	90000	0.69517	0.78082	0.75637	31.414
ANAS	133	3.9699	90000	0.36782	0.42857	0.44186	31.414
ALINES	43	2.5581	89800	0.56897	0.625	0.54545	31.344
TILT	94	4.0426	89800	0.54962	0.7541	0.6556	31.344
TOTE	130	3.5077	89800	0.72391	0.73469	0.78167	31.344
NODE	145	2.669	89600	0.70748	0.73684	0.67241	31.274
MOUS	35	5.6857	89600	0.55046	0.64	0.58273	31.274
COMA	56	4.5357	89600	0.39583	0.40625	0.40541	31.274
STOP	93	4	89400	0.67961	0.66667	0.61905	31.204
LOIN	139	3.3165	89400	0.4359	0.375	0.45946	31.204
BRIN	66	4.7879	89200	0.61688	0.78571	0.64623	31.134
MARE	146	2.3356	89000	0.75966	0.77586	0.78723	31.065
REDO	230	3.4304	89000	0.69613	0.65909	0.71536	31.065
SINES	62	2.2258	89000	0.5122	0.55	0.54717	31.065
MINI	58	4.3103	88800	0.37838		0.40244	30.995
BITE	81	3.5556	88800	0.70807	0.73077	0.71946	30.995
PINT	69	3.6377	88600	0.49618	0.44737	0.54913	30.925
ORDS	112	3.1429	88600	0.54335	0.6087	0.55777	30.925
TENTS	65	2.5231	88400	0.6125	0.52941	0.575	30.855
CHORE	36	3.5833	88400	0.47368	0.73684	0.52679	30.855
TOOL	63	4.1587	88200	0.71831	0.53488	0.72614	30.785
SHINE	73	3.5068	88200	0.62791	0.72222	0.69091	30.785
ROSET	111	2.5586	88200	0.59615	0.61538	0.64384	30.785
TATS	139	2.3309	88000	0.48611	0.5	0.51471	30.716
PONT	66	3.303	88000	0.54369	0.5	0.5817	30.716
RODS	101	2.6535	88000	0.4434	0.6	0.48052	30.716
TENES	77	2.2078	87800	0.4507	0.48	0.45794	30.646
